Index,Type,Case Number,Intelligence Number,Transaction_Fraud Payment,IR_Fraud Payment,GroundTruth_Fraud Payment,Transaction ID,Found in Source,Transaction_Located,Found in IR,IR_Can Be Located,GroundTruth_Can Be Located,IR_Suspect Number,GroundTruth_Suspect Number,Transaction_Transaction Date (value),Source_Transaction Date (value),IR_Transaction Date (value),GroundTruth_Transaction Date (value),Transaction_Originating Amount,Source_Originating Amount,IR_Originating Amount,GroundTruth_Originating Amount,Transaction_Originating Currency,Source_Originating Currency,IR_Originating Currency,GroundTruth_Originating Currency,Source_Cancel Amount Requested,GroundTruth_Cancel Amount Requested,Transaction_Originator Name,Source_Originator Name,IR_Originator Name,GroundTruth_Originator Name,Transaction_Originator Account Number,Source_Originator Account Number,IR_Originator Account Number,GroundTruth_Originator Account Number,Transaction_Originator Bank Raw,Source_Originator Bank Raw,IR_Originator Bank Raw,GroundTruth_Originator Bank Raw,Transaction_Beneficiary Name,Source_Beneficiary Name,IR_Beneficiary Name,GroundTruth_Beneficiary Name,Transaction_Beneficiary Account Number,Source_Beneficiary Account Number,IR_Beneficiary Account Number,GroundTruth_Beneficiary Account Number,Transaction_Beneficiary Bank Raw,Source_Beneficiary Bank Raw,IR_Beneficiary Bank Raw,GroundTruth_Beneficiary Bank Raw,Transaction Type Source,Transaction Code Description,Source_Transaction Channel,IR_Transaction Channel,GroundTruth_Transaction Channel,Source Remarks,Remarks,Q1
40,HSBC Referral,5,6,2,2,2,191ec06e-88eb-4ccd-bc9f-c426d9f4d1ab,True,True,True,True,True,1,1,2024-11-12 00:00:00,2024-11-12 00:00:00,2024-11-12 00:00:00,2024-11-12 00:00:00,50000,50000,50000,50000,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,MR CHAN TAI MAN,CHAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,MR        CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,same name HSBC account,
41,HSBC Referral,5,6,4,4,4,d1fbfe47-51a4-4db9-83e6-17472b01cad7,True,True,True,True,True,1,1,2024-11-12 00:00:00,2024-11-12 00:00:00,2024-11-12 00:00:00,2024-11-12 00:00:00,93000,93000,93000,93000,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,MR CHAN TAI MAN,CHAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,MR        CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,same name HSBC account,
42,HSBC Referral,5,6,5,5,5,1ba89dc3-a477-450d-a7f7-bd55469f5628,True,True,True,True,True,1,1,2024-11-12 00:00:00,2024-11-12 00:00:00,2024-11-12 00:00:00,2024-11-12 00:00:00,90000,90000,90000,90000,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,MR CHAN TAI MAN,CHAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,MR        CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,same name HSBC account,
43,HSBC Referral,5,6,6,6,6,7b17ff77-05ab-4618-90b1-f5f41deac2a8,True,True,True,True,True,1,1,2024-11-12 00:00:00,2024-11-12 00:00:00,2024-11-12 00:00:00,2024-11-12 00:00:00,200000,200000,200000,200000,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,MR CHAN TAI MAN,CHAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,MR        CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,same name HSBC account,
44,HSBC Referral,5,6,7,7,7,fe57572e-f967-4a0c-9a9d-3315d2ccaf93,True,True,True,True,True,1,1,2024-11-12 00:00:00,2024-11-12 00:00:00,2024-11-12 00:00:00,2024-11-12 00:00:00,100000,100000,100000,100000,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,MR CHAN TAI MAN,CHAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,MR        CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,same name HSBC account,
36,HSBC Referral,5,6,8,8,8,c4ae19d2-61c0-443e-9dfe-c007ddaf6432,True,True,True,True,True,1,1,2024-11-12 00:00:00,2024-11-12 00:00:00,2024-11-12 00:00:00,2024-11-12 00:00:00,77000,77000,77000,77000,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,MR CHAN TAI MAN,CHAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,MR        CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,same name HSBC account,
37,HSBC Referral,5,6,9,9,9,ecd331fd-3f2b-48af-8102-36e9dd9ba457,True,True,True,True,True,1,1,2024-11-12 00:00:00,2024-11-12 00:00:00,2024-11-12 00:00:00,2024-11-12 00:00:00,50000,50000,50000,50000,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,MR CHAN TAI MAN,CHAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,MR        CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,same name HSBC account,
38,HSBC Referral,5,6,10,10,10,47bf0cc4-cbc9-4dde-ab99-3a8e4d40d5e7,True,True,True,True,True,1,1,2024-11-11 00:00:00,2024-11-11 00:00:00,2024-11-11 00:00:00,2024-11-11 00:00:00,19990,19990,19990,19990,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,MR CHAN TAI MAN,CHAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,MR        CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,same name HSBC account,
47,HSBC Referral,5,9,11,11,11,98d894e4-be10-4096-8afa-21d4d4259d2f,True,True,True,True,True,1,1,2024-11-12 00:00:00,2024-11-12 00:00:00,2024-11-12 00:00:00,2024-11-12 00:00:00,16500,16500,16500,16500,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,MR        CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,same name HSBC account,
49,HSBC Referral,7,1,1,1,1,,True,False,True,False,False,,1,,2024-08-25 00:00:00,2024-08-25 00:00:00,2024-08-25 00:00:00,,20000,20000,20000,,HKD,HKD,HKD,,,,YEUNG KAI,YEUNG KAI,YEUNG KAI,,666-66666-601,66666666601,666-66666-601,,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,,CHAN TAI MAN,,CHAN TAI MAN,,111-111111-101,,111-111111-101,,Hang Seng Bank Ltd.,,Hang Seng Bank Ltd.,,,,ATM,,,,
82,HSBC Referral,15,7,2,2,2,96f49988-0450-4cf1-8ef9-2c448bd5488b,True,True,True,True,True,1,1,2024-08-11 00:00:00,11 Aug 2024,2024-08-11 00:00:00,2024-08-11 00:00:00,98001,98001,98001,98001,HKD,HKD,HKD,HKD,,,YEUNG KAI,YEUNG KAI,YEUNG KAI,YEUNG KAI,66666666601,66666666601,66666666601,66666666601,,HSBC,HSBC,HSBC,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,,HANG SENG BANK LTD.,HASE,HANG SENG BANK LTD.,CUTF,ATM TRANSFER UNRELATED   DEPOSIT,,,ATM,,,
83,HSBC Referral,15,8,2,2,2,96f49988-0450-4cf1-8ef9-2c448bd5488b,True,True,True,True,True,1,1,2024-08-11 00:00:00,11 Aug 2024,2024-08-11 00:00:00,2024-08-11 00:00:00,98001,98001,98001,98001,HKD,HKD,HKD,HKD,,,YEUNG KAI,YEUNG KAI,YEUNG KAI,YEUNG KAI,66666666601,66666666601,66666666601,66666666601,,HSBC,HSBC,HSBC,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,,HANG SENG BANK LTD.,HASE,HANG SENG BANK LTD.,CUTF,ATM TRANSFER UNRELATED   DEPOSIT,,,ATM,,,
84,HSBC Referral,15,8,,,,,True,False,False,,,1,1,,11 Aug 2024,,,,9901,,,,HKD,,,,,,YEUNG KAI,,,,66666666601,,,,HSBC,,,,CHAN TAI MAN,,,,111-111111-101,,,,HANG SENG BANK LTD.,,,,,,,,,,
85,HSBC Referral,15,8,,,,,True,False,False,,,1,1,,11 Aug 2024,,,,9901,,,,HKD,,,,,,YEUNG KAI,,,,66666666601,,,,HSBC,,,,CHAN TAI MAN,,,,111-111111-101,,,,HANG SENG BANK LTD.,,,,,,,,,,
90,HSBC Referral,18,1,1,1,1,9fea0195-d3af-4ef5-aff8-0212bd82df1a,True,True,True,True,True,1,1,2024-12-10 00:00:00,10 Dec 2024,2024-12-10 00:00:00,2024-12-10 00:00:00,5000,5000,5000,5000,HKD,HKD,HKD,HKD,,,CHEUNG TAK SHING,MR CHEUNG TAK SHING,CHEUNG TAK SHING,CHEUNG TAK SHING,444-4444444-101,444-4444444-101,444-4444444-101,444-4444444-101,The Hongkong and Shanghai Banking Corporation Limited,THE HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED (HSBC),The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,"CHAN, TAIMAN",CHAN TAI MAN,CHAN,"CHAN, TAIMAN",111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,HANG SENG BANK LTD.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,,
95,HSBC Referral,19,1,1,1,1,6d4ca699-49ff-4b0c-aa14-34f3ccadadca,True,True,True,True,True,1,1,2024-12-23 00:00:00,23 Dec 2024,2024-12-23 00:00:00,2024-12-23 00:00:00,20000,20000,20000,20000,HKD,HKD,HKD,HKD,,,ABC1 Limited,ABC1 Limited,ABC1 Limited,ABC1 Limited,444-4444444-101,444-4444444-101,444-4444444-101,444-4444444-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,"CHAN, TAI MAN",CHAN TAI MAN,CHAN,"CHAN, TAI MAN",111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,HANG SENG BANK LTD.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,FPS,FPS,,,
100,HSBC Referral,21,3,3,3,3,b20f462d-e594-40b7-8604-92aa88938e08,True,True,True,True,True,1,1,2024-12-03 00:00:00,2024-12-03 00:00:00,2024-12-03 00:00:00,2024-12-03 00:00:00,2997,2997,2997,2997,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,333-333333-101,333-333333-101,,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,MR        CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,,
101,HSBC Referral,21,3,4,4,4,a481c972-efa3-4c22-a988-2f5999a9fe71,True,True,True,True,True,1,1,2024-12-03 00:00:00,2024-12-03 00:00:00,2024-12-03 00:00:00,2024-12-03 00:00:00,7001,7001,7001,7001,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,333-333333-101,333-333333-101,,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,MR        CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,,
102,HSBC Referral,21,3,5,5,5,dad2691e-9cf5-4ac9-a488-08dc60d00fdc,True,True,True,True,True,1,1,2024-12-03 00:00:00,2024-12-03 00:00:00,2024-12-03 00:00:00,2024-12-03 00:00:00,5001,5001,5001,5001,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,333-333333-101,333-333333-101,,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,MR        CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,,
103,HSBC Referral,21,3,6,6,6,7ede493d-6c61-4a5b-a2f5-5b459ca7f2ef,True,True,True,True,True,1,1,2024-12-03 00:00:00,2024-12-03 00:00:00,2024-12-03 00:00:00,2024-12-03 00:00:00,50001,50001,50001,50001,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,333-333333-101,333-333333-101,,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,MR        CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,,
104,HSBC Referral,21,3,7,7,7,1f877cc5-cfef-4223-b32e-9fa38585f5d6,True,True,True,True,True,1,1,2024-12-03 00:00:00,2024-12-03 00:00:00,2024-12-03 00:00:00,2024-12-03 00:00:00,29999,29999,29999,29999,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,333-333333-101,333-333333-101,,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,MR        CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,,
105,HSBC Referral,21,3,8,8,8,e5835e5f-1be2-48a3-99ce-694ff6025b30,True,True,True,True,True,1,1,2024-12-03 00:00:00,2024-12-03 00:00:00,2024-12-03 00:00:00,2024-12-03 00:00:00,29998,29998,29998,29998,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,333-333333-101,333-333333-101,,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,MR        CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,,
106,HSBC Referral,21,3,9,9,9,183922b6-65d9-4e78-bb30-eb6465bc24cc,True,True,True,True,True,1,1,2024-12-03 00:00:00,2024-12-03 00:00:00,2024-12-03 00:00:00,2024-12-03 00:00:00,7999,7999,7999,7999,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,333-333333-101,333-333333-101,,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,MR        CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,,
107,HSBC Referral,21,3,10,10,10,99d939ff-41fa-45dc-b695-fa732c49cc02,True,True,True,True,True,1,1,2024-12-03 00:00:00,2024-12-03 00:00:00,2024-12-03 00:00:00,2024-12-03 00:00:00,10001,10001,10001,10001,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,333-333333-101,333-333333-101,,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,MR        CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,,
108,HSBC Referral,21,3,11,11,11,edd3f930-5024-4e79-a633-0ebaa208c100,True,True,True,True,True,1,1,2024-12-03 00:00:00,2024-12-03 00:00:00,2024-12-03 00:00:00,2024-12-03 00:00:00,10003,10003,10003,10003,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,333-333333-101,333-333333-101,,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,MR        CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,,
109,HSBC Referral,21,3,12,12,12,3f6e38b8-cad2-4cbf-93bc-839517232372,True,True,True,True,True,1,1,2024-12-03 00:00:00,2024-12-03 00:00:00,2024-12-03 00:00:00,2024-12-03 00:00:00,10001,10001,10001,10001,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,333-333333-101,333-333333-101,,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,MR        CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,,
110,HSBC Referral,21,3,13,13,13,2c322667-8eb2-4c05-9226-a2cacbcc64d8,True,True,True,True,True,1,1,2024-12-03 00:00:00,2024-12-03 00:00:00,2024-12-03 00:00:00,2024-12-03 00:00:00,7999,7999,7999,7999,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,333-333333-101,333-333333-101,,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,MR        CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,,
111,HSBC Referral,21,3,14,14,14,49c8e0b7-0be1-463e-9b94-2e29d7bdae72,True,True,True,True,True,1,1,2024-12-03 00:00:00,2024-12-03 00:00:00,2024-12-03 00:00:00,2024-12-03 00:00:00,50001,50001,50001,50001,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,333-333333-101,333-333333-101,,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,MR        CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,,
113,HSBC Referral,22,1,1,1,1,3c1b26c9-617a-40a6-92ef-d70c10e1bf83,True,True,True,True,True,1,1,2024-12-01 00:00:00,1 Dec 2024,2024-12-01 00:00:00,2024-12-01 00:00:00,150000,150000,150000,150000,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN,CHAN TAI MAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,HSBC,HSBC,The Hongkong and Shanghai Banking Corporation Limited,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,HANG SENG BANK LTD.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,,
114,HSBC Referral,22,1,2,2,2,ae087539-4be9-4d4b-bed0-b3f2bbfbec1e,True,True,True,True,True,1,1,2024-12-01 00:00:00,1 Dec 2024,2024-12-01 00:00:00,2024-12-01 00:00:00,10575.19,10575.19,10575.19,10575.19,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN,CHAN TAI MAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,HSBC,HSBC,The Hongkong and Shanghai Banking Corporation Limited,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,HANG SENG BANK LTD.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,,
116,HSBC Referral,22,3,4,4,4,0ce89080-f8bd-4d65-a5ef-bacbd0806916,True,True,True,True,True,1,1,2024-12-03 00:00:00,3 Dec 2024,2024-12-03 00:00:00,2024-12-03 00:00:00,6180,6180,6180,6180,HKD,HKD,HKD,HKD,,,,CHEUNG TAK SHING,,CHEUNG TAK SHING,,444-4444444-101,,444-4444444-101,,HSBC HK,,HSBC HK,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,,HANG SENG BANK LTD.,HASE,HANG SENG BANK LTD.,CCAS,CIF CASH DEPOSIT,,cash,cash,,,
117,HSBC Referral,23,1,1,1,1,8d0c5549-e4ef-41ed-ad29-cc12542d2cbc,True,True,True,True,True,1,1,2024-12-03 00:00:00,2024-12-03 00:00:00,2024-12-03 00:00:00,2024-12-03 00:00:00,2997,2997,2997,2997,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN,CHAN TAI MAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,004,HSBC,The Hongkong and Shanghai Banking Corporation Limited,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,024,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,,
118,HSBC Referral,23,1,2,2,2,4fa4fc74-d89c-43cb-9d70-c6a9978382c2,True,True,True,True,True,1,1,2024-12-03 00:00:00,2024-12-03 00:00:00,2024-12-03 00:00:00,2024-12-03 00:00:00,144123,144123,144123,144123,HKD,HKD,HKD,HKD,,,CHEUNG TAK SHING,CHEUNG TAK SHING,CHEUNG TAK SHING,CHEUNG TAK SHING,444-4444444-101,444-4444444-101,444-4444444-101,444-4444444-101,,HSBC,HSBC,HSBC,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,,HASE,HASE,HASE,CUTF,ATM TRANSFER UNRELATED   DEPOSIT,,ATM,ATM,,,
